0, 0, Header, 1, 3, 480
1, 0, Start_track
1, 0, Marker_t, "\377Y\377P\377Y,\001\000\000\377A"
1, 0, Title_t, "\272\311\314\301\324\302\311\253"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 588235
1, 165120, Tempo, 705882
1, 165158, Tempo, 571428
1, 165619, Tempo, 600000
1, 166080, Tempo, 631578
1, 166541, Tempo, 666666
1, 166992, Tempo, 705882
1, 167453, Tempo, 750000
1, 167914, Tempo, 800000
1, 168374, Tempo, 857142
1, 168826, Tempo, 923076
1, 168826, End_track
2, 0, Start_track
2, 0, Title_t, "Piano"
2, 0, Instrument_name_t, "Microsoft GS \262\250\261\355\310\355\274\376\272\317\263\311\306\367"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 10, 64
2, 0, Note_on_c, 0, 72, 80
2, 696, Note_off_c, 0, 72, 64
2, 720, Note_on_c, 0, 79, 80
2, 936, Note_off_c, 0, 79, 64
2, 960, Note_on_c, 0, 72, 80
2, 1176, Note_off_c, 0, 72, 64
2, 1200, Note_on_c, 0, 79, 80
2, 1416, Note_off_c, 0, 79, 64
2, 1440, Note_on_c, 0, 72, 80
2, 1656, Note_off_c, 0, 72, 64
2, 1680, Note_on_c, 0, 74, 80
2, 1896, Note_off_c, 0, 74, 64
2, 1920, Note_on_c, 0, 76, 80
2, 3648, Note_off_c, 0, 76, 64
2, 3840, Note_on_c, 0, 72, 80
2, 4536, Note_off_c, 0, 72, 64
2, 4560, Note_on_c, 0, 79, 80
2, 4776, Note_off_c, 0, 79, 64
2, 4800, Note_on_c, 0, 72, 80
2, 5016, Note_off_c, 0, 72, 64
2, 5040, Note_on_c, 0, 79, 80
2, 5256, Note_off_c, 0, 79, 64
2, 5280, Note_on_c, 0, 72, 80
2, 5496, Note_off_c, 0, 72, 64
2, 5520, Note_on_c, 0, 74, 80
2, 5736, Note_off_c, 0, 74, 64
2, 5760, Note_on_c, 0, 74, 80
2, 7488, Note_off_c, 0, 74, 64
2, 7680, Note_on_c, 0, 72, 80
2, 8376, Note_off_c, 0, 72, 64
2, 8400, Note_on_c, 0, 79, 80
2, 8616, Note_off_c, 0, 79, 64
2, 8640, Note_on_c, 0, 72, 80
2, 8856, Note_off_c, 0, 72, 64
2, 8880, Note_on_c, 0, 79, 80
2, 9096, Note_off_c, 0, 79, 64
2, 9120, Note_on_c, 0, 74, 80
2, 9336, Note_off_c, 0, 74, 64
2, 9360, Note_on_c, 0, 72, 80
2, 9576, Note_off_c, 0, 72, 64
2, 9600, Note_on_c, 0, 69, 80
2, 10776, Note_off_c, 0, 69, 64
2, 10800, Note_on_c, 0, 67, 80
2, 11016, Note_off_c, 0, 67, 64
2, 11040, Note_on_c, 0, 72, 80
2, 11256, Note_off_c, 0, 72, 64
2, 11280, Note_on_c, 0, 74, 80
2, 11496, Note_off_c, 0, 74, 64
2, 11520, Note_on_c, 0, 72, 80
2, 12216, Note_off_c, 0, 72, 64
2, 12240, Note_on_c, 0, 79, 80
2, 12456, Note_off_c, 0, 79, 64
2, 12480, Note_on_c, 0, 72, 80
2, 12696, Note_off_c, 0, 72, 64
2, 12720, Note_on_c, 0, 79, 80
2, 12936, Note_off_c, 0, 79, 64
2, 12960, Note_on_c, 0, 72, 80
2, 13176, Note_off_c, 0, 72, 64
2, 13200, Note_on_c, 0, 69, 80
2, 13416, Note_off_c, 0, 69, 64
2, 13440, Note_on_c, 0, 72, 80
2, 14616, Note_off_c, 0, 72, 64
2, 14640, Note_on_c, 0, 81, 80
2, 14748, Note_off_c, 0, 81, 64
2, 14760, Note_on_c, 0, 79, 80
2, 14868, Note_off_c, 0, 79, 64
2, 14880, Note_on_c, 0, 76, 80
2, 15096, Note_off_c, 0, 76, 64
2, 15120, Note_on_c, 0, 74, 80
2, 15336, Note_off_c, 0, 74, 64
2, 15360, Note_on_c, 0, 72, 80
2, 15576, Note_off_c, 0, 72, 64
2, 15600, Note_on_c, 0, 72, 80
2, 16056, Note_off_c, 0, 72, 64
2, 16080, Note_on_c, 0, 69, 80
2, 16296, Note_off_c, 0, 69, 64
2, 16320, Note_on_c, 0, 67, 80
2, 16752, Note_off_c, 0, 67, 64
2, 16800, Note_on_c, 0, 69, 80
2, 17232, Note_off_c, 0, 69, 64
2, 17280, Note_on_c, 0, 72, 80
2, 17496, Note_off_c, 0, 72, 64
2, 17520, Note_on_c, 0, 72, 80
2, 17976, Note_off_c, 0, 72, 64
2, 18000, Note_on_c, 0, 74, 80
2, 18216, Note_off_c, 0, 74, 64
2, 18240, Note_on_c, 0, 76, 80
2, 19104, Note_off_c, 0, 76, 64
2, 19200, Note_on_c, 0, 74, 80
2, 19416, Note_off_c, 0, 74, 64
2, 19440, Note_on_c, 0, 74, 80
2, 19896, Note_off_c, 0, 74, 64
2, 19920, Note_on_c, 0, 72, 80
2, 20136, Note_off_c, 0, 72, 64
2, 20160, Note_on_c, 0, 74, 80
